song,Range,Importance_of_Bass_Register,Importance_of_Middle_Register,Importance_of_High_Register,Dominant_Spread,Strong_Tonal_Centres,Most_Common_Melodic_Interval,Number_of_Common_Melodic_Intervals,Relative_Prevalence_of_Most_Common_Melodic_Intervals,Amount_of_Arpeggiation,Repeated_Notes,Chromatic_Motion,Melodic_Tritones,Melodic_Perfect_Fifths,Melodic_Sixths,Melodic_Sevenths,Melodic_Octaves,Melodic_Large_Intervals,Minor_Major_Melodic_Third_Ratio,Direction_of_Melodic_Motion,Most_Common_Vertical_Interval,Second_Most_Common_Vertical_Interval,Distance_Between_Two_Most_Common_Vertical_Intervals,Prevalence_of_Second_Most_Common_Vertical_Interval,Vertical_Unisons,Vertical_Minor_Seconds,Vertical_Thirds,Vertical_Tritones,Vertical_Perfect_Fourths,Vertical_Perfect_Fifths,Vertical_Sixths,Vertical_Sevenths,Standard_Triads,Diminished_and_Augmented_Triads,Dominant_Seventh_Chords,Non-Standard_Chords,Complex_Chords,Minor_Major_Triad_Ratio,Total_Number_of_Notes,Prevalence_of_Very_Long_Rhythmic_Values,Prevalence_of_Dotted_Notes,Shortest_Rhythmic_Value,Longest_Rhythmic_Value,Most_Common_Rhythmic_Value,Relative_Prevalence_of_Most_Common_Rhythmic_Values,Difference_Between_Most_Common_Rhythmic_Values,Rhythmic_Value_Skewness,Median_Rhythmic_Value_Run_Length,Median_Rhythmic_Value_Offset,Median_Partial_Rest_Duration,Variability_of_Partial_Rest_Durations,Number_of_Strong_Rhythmic_Pulses_-_Tempo_Standardized,Strongest_Rhythmic_Pulse_-_Tempo_Standardized,Harmonicity_of_Two_Strongest_Rhythmic_Pulses_-_Tempo_Standardized,Strength_Ratio_of_Two_Strongest_Rhythmic_Pulses_-_Tempo_Standardized,Note_Density,Note_Density_Variability,Amount_of_Staccato,Number_of_Strong_Rhythmic_Pulses,Number_of_Moderate_Rhythmic_Pulses,Strongest_Rhythmic_Pulse,Second_Strongest_Rhythmic_Pulse,Harmonicity_of_Two_Strongest_Rhythmic_Pulses,Similar_Motion,Contrary_Motion,Parallel_Fifths,Dynamic_Range,Average_Note_to_Note_Change_in_Dynamics,pcm_intensity_sma_min,pcm_intensity_sma_minPos,pcm_loudness_sma_range,pcm_loudness_sma_maxPos,pcm_loudness_sma_linregc1,pcm_loudness_sma_skewness,pcm_zcr_sma_min,pcm_zcr_sma_maxPos,pcm_zcr_sma_minPos,pcm_zcr_sma_linregc1,pcm_zcr_sma_stddev,pcm_zcr_sma_skewness,F0_sma_maxPos,F0_sma_linregerrQ,F0env_sma_max,F0env_sma_min,F0env_sma_maxPos,F0env_sma_linregc1,F0env_sma_linregerrQ,F0env_sma_skewness,F0env_sma_kurtosis,F0env_sma_quartile3,BPM
Q1_Cg2u_Ldjv8g_1,43.0,0.3256,0.5249,0.1495,6.0,2.0,2.0,2.0,0.8571,0.3775,0.004016,0.0241,0.004016,0.07229,0.1004,0.04016,0.09639,0.3695,1.25,0.5242,3.0,0.0,3.0,0.1524,0.0,0.02659,0.2479,0.01883,0.1247,0.1271,0.149,0.07385,0.2866,3.211e-05,0.05206,0.3038,0.1806,0.6897,301.0,0.003322,0.4983,0.125,12.0,1.5,0.496,1.0,-0.1756,1.0,0.1406,0.5599,0.0,2.0,41.0,1.488,1.186,6.608,3.372,0.01329,2.0,8.0,41.0,61.0,1.488,0.2964,0.0565,0.008529,65.0,12.55,1.653083e-09,2094.0,1.8195151,3315.0,3.495393e-05,0.62431353,0.006111111,3031.0,884.0,7.619932e-07,0.00433913,0.9790555,3239.0,28921.385,428.87732,31.25,3739.0,0.00038141373,217.43651,-6.9240956,124.83897,375.30273,120.73686981201172
Q3_cCfEDTkuMvg_0,44.0,0.1638,0.6207,0.2155,3.0,2.0,12.0,3.0,0.4783,0.5963,0.08257,0.009174,0.0,0.09174,0.02752,0.02752,0.211,0.4771,0.75,0.5,7.0,0.0,7.0,0.1913,0.0,0.0243,0.207,0.0,0.06329,0.2225,0.05057,0.09794,0.1103,0.0,0.0,0.4368,0.08711,1.574,116.0,0.1207,0.6293,0.125,12.0,1.5,0.5116,1.0,0.836,1.0,0.1536,0.0,0.0,3.0,88.0,2.0,1.177,2.901,0.7057,0.03448,3.0,7.0,88.0,44.0,2.0,0.2063,0.03175,0.01587,66.0,16.86,3.8775297e-10,600.0,2.0029638,9.0,4.8180267e-05,0.783887,0.0033333332,1237.0,3607.0,-2.1164606e-06,0.007052659,0.08846895,1825.0,4890.173,401.40842,22.47191,1830.0,0.0023833825,158.34987,-12.650936,277.93985,375.0073,87.98517608642578
Q2_cFWdWpyvwag_0,31.0,0.06356,0.9364,0.0,2.0,2.0,5.0,4.0,1.0,0.6207,0.01478,0.004926,0.0,0.1823,0.1379,0.06897,0.08374,0.0936,0.2857,0.435,7.0,4.0,3.0,0.1819,0.0,0.02158,0.2396,0.01813,0.1486,0.1995,0.124,0.06948,0.4199,0.0,0.0,0.2308,0.1034,2.911,236.0,0.02119,0.3432,0.125,8.0,0.5,0.6161,1.0,1.3,1.0,0.1068,0.1094,0.0,0.0,48.0,1.333,1.35,7.869,3.916,0.004237,0.0,13.0,48.0,64.0,1.333,0.3812,0.01105,0.0,36.0,6.987,0.0,0.0,2.9492989,212.0,-0.00015780928,0.261302,0.0052777776,0.0,1930.0,-4.6006044e-06,0.033136353,26.438444,1683.0,27949.723,417.16293,0.0,1691.0,0.00081289693,499.34158,-11.951046,189.62544,375.4934,191.4062957763672
Q1_NGE9ynTJABg_1,68.0,0.2489,0.4622,0.2889,5.0,2.0,12.0,2.0,0.6207,0.3668,0.0201,0.02513,0.005025,0.0603,0.03015,0.0201,0.1457,0.4523,0.1818,0.559,0.0,7.0,7.0,0.1505,0.0,0.04629,0.182,0.01363,0.1078,0.1505,0.1471,0.08033,0.03744,0.0,0.0004228,0.7492,0.3371,0.1967,225.0,0.01778,0.3378,0.125,12.0,0.5,0.8864,2.0,0.3778,1.0,0.07552,0.1042,0.0,0.0,47.0,1.175,1.082,7.502,3.805,0.02667,0.0,15.0,47.0,40.0,1.175,0.2826,0.01449,0.002415,66.0,9.467,8.996303e-09,1855.0,2.341548,1762.0,3.4971523e-05,0.4714427,0.012777778,454.0,333.0,3.4875347e-07,0.009326301,1.0385828,829.0,31980.326,464.2089,31.25,830.0,0.008106142,992.1574,-4.8704867,37.66639,396.70874,115.5792236328125
Q3_Ie5koh4qvJc_22,60.0,0.1448,0.6828,0.1724,3.0,2.0,2.0,2.0,0.85,0.3759,0.0,0.07801,0.02128,0.02128,0.1277,0.0922,0.1206,0.2411,3.0,0.5816,2.0,0.0,2.0,0.1445,0.0,0.01802,0.2059,0.04744,0.08575,0.07259,0.1656,0.09644,0.08808,0.0963,0.03946,0.5259,0.02133,0.1775,145.0,0.08276,0.6345,0.125,12.0,1.5,0.6744,2.0,0.9372,1.0,0.1094,0.9661,0.0,0.0,42.0,1.881,2.083,2.456,0.8562,0.03448,0.0,13.0,42.0,79.0,1.881,0.3194,0.03802,0.003802,52.0,10.68,0.0,20.0,2.6847591,1786.0,1.9628209e-05,0.4170132,0.0066666664,24.0,5121.0,-6.6861153e-06,0.069182314,12.839803,2555.0,8819.426,438.46402,0.0,2559.0,0.0046574925,1258.0481,-8.959138,90.39308,375.31378,163.60116577148438
Q4_vpTguZtJAFA_1,41.0,0.1009,0.844,0.05505,7.0,1.0,5.0,4.0,0.8947,0.6075,0.0,0.0,0.0,0.1589,0.09346,0.06542,0.09346,0.215,1.333,0.5794,7.0,4.0,3.0,0.1608,0.0,0.02637,0.2877,0.0002328,0.07875,0.2314,0.1037,0.09743,0.3473,0.0,0.0,0.2456,0.123,0.9916,109.0,0.156,0.844,0.125,12.0,1.5,0.2,2.0,1.43,1.0,0.08073,0.3203,0.0,1.0,42.0,1.19,1.947,3.882,1.844,0.009174,1.0,11.0,42.0,50.0,1.19,0.2597,0.01299,0.0,40.0,11.22,1.8073314e-08,2272.0,2.8818603,1912.0,-1.6886961e-05,0.28954804,0.005,1262.0,333.0,-3.535084e-07,0.0037036638,0.7429778,1101.0,17536.818,422.88028,0.0,1349.0,0.004755378,988.91187,-10.552987,122.80081,378.7216,82.687255859375
Q3_ldCQ6N9G6Mk_4,61.0,0.347,0.4475,0.2055,6.0,2.0,5.0,3.0,0.6923,0.3039,0.009804,0.009804,0.0,0.1324,0.02941,0.02451,0.04902,0.4167,0.5,0.5248,7.0,4.0,3.0,0.1405,0.0,0.01549,0.2224,0.001809,0.1402,0.1802,0.1315,0.09047,0.2651,0.0,0.0,0.5509,0.3618,0.211,219.0,0.03196,0.4064,0.125,12.0,1.0,0.7778,2.0,0.6498,1.0,0.06771,0.1693,0.0,0.0,45.0,1.267,1.41,5.814,2.585,0.009132,0.0,11.0,45.0,57.0,1.267,0.2765,0.0108,0.0,65.0,13.55,7.716218e-09,372.0,2.7152421,3169.0,7.256176e-05,0.6873686,0.008333334,270.0,1111.0,-4.5258057e-06,0.009062645,1.7316433,911.0,26425.047,436.8789,31.25,1140.0,0.0014416295,267.6394,-5.97546,113.81525,390.6796,112.29289245605467
Q1_3N2G21U7guk_3,55.0,0.1616,0.7374,0.101,3.0,1.0,7.0,3.0,0.7581,0.5846,0.008902,0.005935,0.005935,0.184,0.06825,0.05935,0.1395,0.184,0.7667,0.5539,7.0,0.0,7.0,0.1678,0.0,0.02256,0.1707,0.03066,0.1396,0.1763,0.1015,0.07366,0.1184,0.0,0.01783,0.7451,0.3982,0.642,396.0,0.09848,0.654,0.125,12.0,0.75,0.4891,2.0,1.484,1.0,0.1224,0.237,0.08471,2.0,46.0,1.478,1.099,7.921,1.434,0.0101,2.0,11.0,46.0,68.0,1.478,0.2088,0.01992,0.007968,68.0,9.063,7.553857e-09,1329.0,2.7436767,63.0,3.6422884e-05,0.37645397,0.0069444445,1339.0,1502.0,-2.834802e-07,0.00825195,0.5525943,1899.0,24461.117,436.28735,31.25,2967.0,0.00042112495,184.12787,-7.0526996,160.05014,379.65244,135.99925231933594
Q2_61EA0xRX8gE_0,55.0,0.4109,0.4885,0.1006,3.0,2.0,4.0,3.0,0.878,0.5333,0.02667,0.008889,0.0,0.02667,0.02444,0.006667,0.16,0.3778,0.5488,0.4475,0.0,7.0,7.0,0.2087,0.0,0.01696,0.2702,0.007949,0.08158,0.2087,0.09388,0.02872,0.4812,0.0,0.0,0.1079,0.01547,1.617,477.0,0.006289,0.1677,0.125,8.0,0.5,0.6139,1.0,0.6513,1.0,0.05469,0.1563,0.1077,0.0,43.0,1.488,2.08,11.93,3.977,0.1405,0.0,13.0,43.0,64.0,1.488,0.302,0.02796,0.0,84.0,10.01,3.0290603e-09,0.0,2.6034079,2168.0,4.2234136e-05,0.84432006,0.0125,1544.0,3295.0,5.8837014e-07,0.0052392897,0.62251544,1437.0,30569.504,459.7075,31.25,1442.0,0.0030863755,350.4353,-2.9176786,57.620964,385.0124,128.89454650878906
Q4_B3aRl8iTEKw_0,36.0,0.309,0.6609,0.03004,2.0,2.0,3.0,3.0,0.6182,0.5351,0.008772,0.02193,0.01316,0.02632,0.04386,0.01316,0.07456,0.2325,1.897,0.5796,0.0,3.0,3.0,0.1485,0.0,0.01464,0.261,0.06767,0.09796,0.1168,0.1754,0.05226,0.4133,0.03155,0.01155,0.4349,0.1598,0.2548,233.0,0.04721,0.5365,0.25,12.0,3.0,0.5972,3.0,0.6341,1.0,0.1224,0.349,0.0,0.0,40.0,1.2,1.35,4.661,0.4913,0.0,0.0,17.0,40.0,48.0,1.2,0.2964,0.02559,0.002132,63.0,10.96,1.917901e-13,1.0,3.2908561,4366.0,5.0257827e-06,0.73055625,0.0058333334,2.0,2952.0,-9.890324e-07,0.00988546,16.689438,2137.0,27795.193,442.68637,0.0,2144.0,0.0010645129,409.18448,-12.932058,220.86134,375.03857,117.61351776123048
Q4_gxsdWKc1QaM_0,34.0,0.3231,0.5136,0.1633,3.0,1.0,5.0,3.0,0.5714,0.4137,0.01079,0.007194,0.01439,0.08633,0.03957,0.02158,0.1007,0.3237,1.867,0.5091,7.0,0.0,7.0,0.143,0.0,0.009716,0.1758,0.003641,0.1299,0.2014,0.1504,0.07437,0.2552,0.000316,2.633e-05,0.548,0.04548,0.2692,294.0,0.01701,0.08844,0.25,12.0,1.0,0.5968,2.0,1.259,1.0,0.04688,0.1875,0.0,1.0,41.0,1.171,1.32,5.881,2.39,0.0,1.0,9.0,41.0,48.0,1.171,0.3202,0.01779,0.007905,45.0,9.871,0.0,0.0,3.219346,3741.0,4.8792367e-07,0.6879483,0.007222222,0.0,230.0,-9.190488e-07,0.030119363,22.661732,2294.0,24872.16,417.56827,0.0,2296.0,0.00048794452,312.2972,-17.360073,352.43924,375.20398,120.0888900756836
Q2_AacIP9mDLw8_2,42.0,0.1479,0.7276,0.1245,3.0,3.0,5.0,3.0,0.7727,0.4252,0.003937,0.0,0.02756,0.0748,0.1299,0.02756,0.09449,0.2598,0.4412,0.6561,0.0,7.0,7.0,0.175,0.0,0.004514,0.2474,0.01207,0.1259,0.175,0.1856,0.03318,0.5413,0.01236,0.02343,0.1795,0.004515,0.4201,257.0,0.02724,0.2023,0.25,12.0,1.0,0.2615,2.0,1.17,1.0,0.07031,0.8021,0.0,0.0,44.0,1.136,1.236,5.293,1.592,0.0,0.0,13.0,44.0,50.0,1.136,0.1532,0.001721,0.001721,43.0,8.249,1.2247384e-10,4667.0,3.907835,155.0,-9.371638e-05,0.07858114,0.0033333332,4679.0,3850.0,-1.2186752e-06,0.0055582975,0.34137112,2453.0,22541.795,453.10165,0.0,1296.0,0.005493185,1528.3025,-7.60544,71.74062,381.19427,114.31353759765624
Q4_FoTXpYZXxJs_0,38.0,0.09783,0.6902,0.212,6.0,2.0,3.0,4.0,0.8387,0.5193,0.01657,0.01105,0.0,0.1436,0.07735,0.01105,0.01657,0.2541,1.24,0.5393,7.0,3.0,4.0,0.1571,0.0,0.01378,0.2536,0.009199,0.11,0.175,0.1092,0.08663,0.128,0.0,0.0,0.3947,0.2064,3.198,184.0,0.2174,0.538,0.125,12.0,1.5,0.6735,1.0,1.381,1.0,0.151,0.6536,0.0,0.0,50.0,1.25,1.031,2.646,1.271,0.01087,0.0,18.0,50.0,40.0,1.25,0.3758,0.01307,0.009804,64.0,13.72,0.0,0.0,2.6891785,1143.0,5.8399714e-06,0.67126036,0.0052777776,0.0,3376.0,-3.8520348e-06,0.06831432,13.977192,4225.0,5700.438,433.91177,0.0,4226.0,0.0026333914,810.9957,-11.011006,140.15396,376.2419,142.91294860839844
Q3_VrWAZLRdQO8_0,55.0,0.5,0.2159,0.2841,3.0,2.0,7.0,2.0,0.6,0.439,0.0,0.0,0.0,0.2439,0.06098,0.0122,0.1463,0.4634,2.0,0.3171,0.0,7.0,7.0,0.1661,0.0,0.0435,0.1216,0.03413,0.07223,0.1661,0.2181,0.07968,0.1032,0.0002617,0.0,0.5328,0.1438,8.007,88.0,0.7273,0.7159,0.125,12.0,6.0,0.3721,2.0,0.4147,1.0,0.6562,0.4193,0.0,2.0,69.0,1.072,1.257,1.76,0.7544,0.02273,2.0,8.0,69.0,74.0,1.072,0.07692,0.0,0.0,75.0,14.2,2.9151406e-12,11.0,1.3107426,3468.0,4.9748523e-05,1.2933614,0.005,10.0,3124.0,1.1332579e-06,0.006849297,1.4892523,200.0,28758.41,436.8666,0.0,4243.0,0.0012773216,745.02783,-6.5080104,76.20533,379.392,70.35269927978516
Q4_1vjy9oMFa8c_1,55.0,0.3853,0.5229,0.09174,3.0,1.0,12.0,3.0,0.8235,0.4848,0.0202,0.0101,0.0,0.1414,0.06061,0.09091,0.1717,0.3131,0.0,0.4948,7.0,0.0,7.0,0.212,0.0,0.01061,0.201,0.0002391,0.1161,0.2219,0.08668,0.04375,0.4028,0.0,0.0,0.4401,0.06358,0.000239,109.0,0.1376,0.367,0.125,12.0,1.0,0.875,2.0,1.274,1.0,0.1146,0.6406,0.0,0.0,44.0,1.5,1.507,3.789,1.788,0.02752,0.0,15.0,44.0,66.0,1.5,0.2792,0.0,0.01015,75.0,14.67,9.464143e-10,632.0,1.8913804,1866.0,0.0001528473,0.708656,0.0061111115,650.0,1846.0,4.469721e-07,0.004186018,0.98039573,76.0,27979.377,409.43198,0.0,2030.0,0.014560927,1881.0924,-7.7256303,63.826492,378.69043,129.2315673828125
Q3_UuLTvhERcnk_0,32.0,0.02667,0.8933,0.08,2.0,3.0,1.0,5.0,0.6897,0.3581,0.0,0.1959,0.06081,0.1014,0.1149,0.04054,0.06081,0.03378,0.5,0.3581,1.0,2.0,1.0,0.1574,0.0,0.1588,0.1637,0.06345,0.1124,0.08761,0.1035,0.06865,0.01581,0.01214,0.0,0.6412,0.1373,1.872,150.0,0.1133,0.1733,0.5,12.0,1.0,0.3288,2.0,1.567,1.0,0.06771,0.1979,0.0,0.0,41.0,1.488,1.91,3.001,2.833,0.0,0.0,12.0,41.0,61.0,1.488,0.1871,0.0,0.0,59.0,13.83,0.0,5.0,3.2278826,4106.0,0.00017867549,0.7899718,0.011666667,5.0,2637.0,-3.6375511e-06,0.03095144,25.811415,1184.0,15717.672,483.3484,0.0,1156.0,-0.007851051,1295.4479,-1.8948499,26.237144,414.43658,120.28030395507812
Q3_vVTP0DOL_2Q_2,49.0,0.1408,0.3107,0.5485,2.0,3.0,7.0,3.0,0.9524,0.4082,0.102,0.0102,0.02041,0.1071,0.08163,0.03061,0.08163,0.3827,1.167,0.5398,2.0,5.0,3.0,0.1225,0.0,0.06489,0.2011,0.03513,0.1225,0.1118,0.1232,0.09637,0.1224,0.0,0.0,0.8698,0.7423,0.0,206.0,0.2816,0.267,0.125,12.0,1.0,1.0,4.0,1.302,1.0,0.09115,0.0,0.0,0.0,41.0,1.195,1.245,5.3,3.543,0.06311,0.0,17.0,41.0,49.0,1.195,0.1791,0.02301,0.00493,92.0,17.49,2.2914369e-10,1811.0,2.0857608,1147.0,-3.929233e-05,1.0244083,0.008333334,1227.0,980.0,-5.0684393e-06,0.013600072,0.85464245,326.0,17027.227,428.05655,35.398228,1257.0,9.580434e-05,268.98563,-5.3109956,93.93662,381.7998,122.94221496582033
Q2_Ie5koh4qvJc_13,43.0,0.03226,0.828,0.1398,2.0,2.0,12.0,4.0,0.8202,0.601,0.06897,0.003284,0.003284,0.07553,0.1264,0.02299,0.1461,0.1987,0.9452,0.5115,0.0,7.0,7.0,0.153,0.0,0.03878,0.2679,0.004482,0.1161,0.153,0.1437,0.05848,0.3695,0.0006001,0.01162,0.2981,0.09615,1.009,651.0,0.01843,0.2488,0.125,8.0,1.0,0.9864,2.0,0.6021,1.0,0.112,0.1667,0.8718,1.0,43.0,1.163,1.173,10.85,3.613,0.04147,1.0,9.0,43.0,50.0,1.163,0.2858,0.0182,0.002427,56.0,10.07,0.0,74.0,2.5264027,2376.0,-2.0015427e-06,-0.02170658,0.0130555555,76.0,2730.0,4.2382737e-07,0.041704036,18.878654,1743.0,28392.84,464.42905,34.782608,1986.0,0.009178422,954.8902,-1.2332025,9.880153,396.8402,99.5914077758789
Q4_5Ju9q1N2x0E_0,50.0,0.2685,0.4866,0.245,2.0,2.0,0.0,4.0,0.8182,0.5959,0.1507,0.006849,0.0,0.1199,0.1096,0.0137,0.05822,0.2329,1.2,0.5202,7.0,5.0,2.0,0.1542,0.0,0.02783,0.19,1.159e-05,0.1542,0.16,0.1599,0.04942,0.3152,0.0,0.0,0.5567,0.3169,1.929,298.0,0.1275,0.2919,0.125,12.0,0.25,0.8841,1.0,1.419,1.0,0.07552,0.388,0.0,0.0,44.0,1.205,1.336,7.67,3.782,0.1007,0.0,17.0,44.0,53.0,1.205,0.2311,0.007778,0.005556,79.0,13.12,1.8461158e-09,1052.0,2.5111394,1903.0,-7.024195e-05,0.6614937,0.0044444446,1589.0,700.0,-1.3042488e-06,0.006802706,0.3668828,2338.0,30335.404,410.27615,31.25,2339.0,0.0025338565,178.18364,-10.5678425,216.06642,375.11215,129.5121307373047
Q1_POaIGvLsp5M_1,31.0,0.04233,0.5026,0.455,3.0,2.0,7.0,4.0,0.9474,0.4176,0.005882,0.02353,0.0,0.1118,0.1353,0.1,0.1,0.2882,5.0,0.5148,7.0,5.0,2.0,0.1215,0.0,0.02061,0.159,0.04328,0.1215,0.1979,0.1191,0.1251,0.1113,0.0,0.0,0.4578,0.006476,0.09917,189.0,0.01058,0.4815,0.125,12.0,2.0,0.8182,3.0,-0.1952,1.0,0.09896,0.9896,0.0,0.0,48.0,1.312,1.3,5.153,2.461,0.02116,0.0,12.0,48.0,63.0,1.312,0.2812,0.04375,0.0,47.0,8.556,7.951599e-09,45.0,2.7147663,1665.0,4.10624e-05,0.22350672,0.013333333,2708.0,1456.0,1.599809e-07,0.0046869866,0.96595854,3090.0,10690.973,414.6538,31.25,3091.0,0.0018405428,190.51578,-9.943169,204.10666,375.00977,184.57025146484372
Q2_cm6E860vDjY_2,69.0,0.3796,0.301,0.3194,5.0,2.0,12.0,1.0,0.3421,0.4983,0.0264,0.009901,0.0,0.0363,0.05941,0.0198,0.2508,0.3828,0.9545,0.4576,0.0,3.0,3.0,0.1249,0.0,0.02961,0.239,0.003218,0.06076,0.1214,0.119,0.02934,0.5482,0.0,0.0,0.1759,0.06821,0.6306,382.0,0.007853,0.267,0.125,12.0,0.5,0.6636,1.0,0.7043,1.0,0.07552,0.2318,0.1124,0.0,49.0,1.167,1.135,12.91,7.199,0.1728,0.0,11.0,49.0,42.0,1.167,0.3702,0.06719,0.003953,62.0,9.526,1.4761269e-08,1372.0,3.4911506,1554.0,0.000112455586,0.7623576,0.005833334,417.0,1574.0,5.248601e-07,0.008102897,0.08880867,1810.0,24305.795,432.27872,0.0,2494.0,0.016819052,2291.4429,-6.6634645,50.16919,384.40717,97.40702056884766
Q1_dfNdpy8TUzA_1,52.0,0.2623,0.541,0.1967,3.0,2.0,12.0,1.0,0.5833,0.4971,0.08187,0.005848,0.04094,0.07602,0.08772,0.07602,0.1404,0.3216,0.75,0.4904,2.0,7.0,5.0,0.1429,0.0,0.03321,0.1701,0.02239,0.1347,0.1429,0.1229,0.09958,0.04078,0.0,0.01067,0.8918,0.4755,805.0,183.0,0.03279,0.4153,0.125,12.0,0.5,0.7027,5.0,1.238,1.0,0.08854,0.4063,0.0,0.0,45.0,1.098,1.334,6.8,4.536,0.01639,0.0,16.0,45.0,41.0,1.098,0.335,0.04188,0.005025,61.0,9.208,8.553211e-09,1954.0,3.1228533,1128.0,7.88788e-05,0.27631927,0.01,239.0,435.0,-1.4375377e-06,0.0042976877,0.4688441,964.0,27514.172,402.81302,31.25,964.0,0.0032190157,198.71964,-13.714916,282.61057,378.8783,111.83870697021484
Q3__vZOEQCYSaY_2,44.0,0.05246,0.482,0.4656,3.0,3.0,4.0,3.0,0.7209,0.5679,0.1071,0.01786,0.0,0.08214,0.1107,0.01429,0.1107,0.1786,0.4884,0.496,0.0,7.0,7.0,0.1936,0.0,0.006992,0.2164,0.0006753,0.1295,0.1936,0.1397,0.03142,0.4946,0.0,0.0007038,0.3083,0.05614,0.6289,305.0,0.04918,0.3508,0.125,12.0,0.25,0.9153,1.0,0.9016,1.0,0.0651,0.2917,0.0,0.0,43.0,1.326,1.986,7.784,3.853,0.08852,0.0,11.0,43.0,57.0,1.326,0.2551,0.01244,0.006221,69.0,15.95,1.4575884e-12,3687.0,2.8966427,306.0,-7.732426e-05,0.8728631,0.005,556.0,2962.0,-4.0473162e-07,0.007926584,0.70774585,462.0,9359.172,408.9517,31.25,466.0,-0.0124755455,742.8462,-2.7006981,14.049962,375.00598,172.2657012939453
Q3_3ZnxqCZ7qGg_0,21.0,0.3556,0.6444,0.0,4.0,2.0,2.0,4.0,0.4583,0.4944,0.0,0.0,0.0,0.05618,0.06742,0.1124,0.05618,0.07865,0.9091,0.6517,7.0,5.0,2.0,0.1723,0.0,0.01591,0.1933,0.0223,0.1723,0.1768,0.09163,0.1199,0.02915,0.0001883,0.0,0.8429,0.25,0.0,90.0,0.1667,0.3778,0.5,12.0,4.0,0.4848,1.0,-0.3427,1.0,0.1979,1.586,0.0,0.0,44.0,1.477,1.384,2.394,1.056,0.0,0.0,19.0,44.0,65.0,1.477,0.2267,0.0,0.0,73.0,8.556,4.649656e-10,73.0,2.3839498,882.0,2.3333865e-05,0.76518863,0.006388889,2489.0,3024.0,-9.2970674e-07,0.004474309,0.49273807,173.0,24106.605,409.6355,0.0,174.0,0.018774897,3172.57,-5.5469294,33.572918,374.5549,120.89401245117188
Q2_k-FNDbK6Qhg_0,66.0,0.3045,0.5265,0.169,3.0,2.0,12.0,2.0,0.7656,0.4169,0.02439,0.03769,0.04656,0.07317,0.0643,0.03104,0.1419,0.357,1.056,0.4909,7.0,0.0,7.0,0.1328,0.0,0.03262,0.1806,0.04098,0.1297,0.1362,0.1293,0.09915,0.1196,0.001624,0.0003249,0.6911,0.3327,2.099,509.0,0.0,0.1336,0.125,4.0,0.125,1.0,0.0,1.713,1.0,0.05469,0.2057,0.8705,0.0,41.0,1.146,1.107,12.98,7.447,0.6031,0.0,15.0,41.0,47.0,1.146,0.27,0.06061,0.007576,76.0,10.14,0.0,0.0,2.4487536,2446.0,8.589248e-05,0.70867544,0.0069444445,0.0,1498.0,-3.9530914e-05,0.1450189,6.3771152,906.0,27410.246,437.18002,0.0,2781.0,0.013286625,3207.7332,-5.7013435,35.983868,378.73206,122.72743225097656
Q4_ADJ_PDauy-g_0,43.0,0.5102,0.4898,0.0,6.0,3.0,8.0,3.0,1.0,0.2941,0.03529,0.01176,0.0,0.04706,0.2118,0.04706,0.02353,0.5059,5.0,0.4634,7.0,9.0,2.0,0.1466,0.0,0.007812,0.1984,0.001089,0.07732,0.1784,0.2114,0.09722,0.3403,0.0,0.0,0.3097,0.1581,0.3374,98.0,0.2551,0.4082,0.125,12.0,2.0,0.75,1.0,1.412,1.0,0.1797,0.1068,0.0,0.0,45.0,1.047,1.025,2.451,1.745,0.06122,0.0,21.0,45.0,43.0,1.047,0.3036,0.005952,0.0,51.0,8.959,9.397421e-12,0.0,3.5368211,1708.0,8.374774e-06,1.0988969,0.0027777776,0.0,853.0,6.6881387e-07,0.0052932855,25.151077,72.0,30470.457,427.5719,0.0,72.0,0.0014690486,405.2606,-12.37556,198.81029,375.69214,108.55783081054688
Q3_wfXSdMsd4q8_1,38.0,0.08,0.6867,0.2333,6.0,2.0,5.0,3.0,0.8636,0.4643,0.02143,0.02143,0.0,0.1357,0.07857,0.05714,0.05,0.2571,1.625,0.5474,7.0,2.0,5.0,0.164,0.0,0.02918,0.1685,0.0,0.1345,0.1886,0.099,0.09462,0.01677,0.0,0.0,0.8566,0.2567,0.06944,150.0,0.08,0.3733,0.125,12.0,1.0,0.7273,3.0,1.16,1.0,0.07812,0.7969,0.0,0.0,41.0,1.195,1.123,4.022,2.087,0.006667,0.0,15.0,41.0,49.0,1.195,0.2712,0.06215,0.0113,68.0,13.1,4.281817e-10,1558.0,2.715074,1987.0,1.494337e-05,0.9941818,0.009166666,2525.0,48.0,7.0728714e-07,0.0054187584,0.7331535,1477.0,24060.197,427.29004,31.25,1478.0,0.0015866881,253.8633,-6.1651597,115.54587,378.0468,117.97764587402344
